customer_id,created_date,age_band,residency,segment
CUST11708,2025-10-17,26-35,AD,mass
CUST11709,2025-11-07,26-35,AD,mass
CUST11710,2025-12-21,36-45,ES,mass
CUST11711,2026-01-13,36-45,AD,mass
CUST11712,2026-01-15,18-25,ES,affluent
CUST11713,2026-01-15,46-60,AD,mass
CUST11714,2025-11-24,36-45,AD,mass
CUST11715,2026-01-04,18-25,AD,mass
CUST11716,2025-11-23,36-45,AD,mass
CUST11717,2026-01-25,46-60,AD,mass
CUST11718,2025-11-14,46-60,ES,affluent
CUST11719,2025-11-04,36-45,FR,mass
CUST11720,2025-10-17,36-45,ES,mass
CUST11721,2025-10-23,46-60,AD,mass
CUST11722,2026-01-31,46-60,AD,mass
CUST11723,2026-01-01,36-45,FR,mass
CUST11724,2025-11-27,26-35,ES,affluent
CUST11725,2025-12-25,36-45,FR,mass
CUST11726,2026-01-05,26-35,AD,mass
CUST11727,2025-12-21,60+,AD,mass
CUST11728,2026-01-10,26-35,FR,mass
CUST11729,2025-10-27,26-35,AD,mass
CUST11730,2025-12-02,60+,ES,mass
CUST11731,2026-01-07,46-60,AD,mass
CUST11732,2025-10-31,26-35,ES,mass
CUST11733,2025-12-13,18-25,AD,mass
CUST11734,2026-01-22,36-45,FR,mass
CUST11735,2025-10-18,46-60,AD,mass
CUST11736,2025-10-18,60+,AD,mass
CUST11737,2026-01-11,26-35,AD,mass
CUST11738,2026-01-17,36-45,AD,mass
CUST11739,2025-12-05,36-45,FR,mass
CUST11740,2025-12-03,26-35,AD,mass
CUST11741,2025-12-08,46-60,ES,mass
CUST11742,2025-12-31,46-60,AD,mass
CUST11743,2025-12-08,26-35,FR,affluent
CUST11744,2025-11-22,18-25,ES,mass
CUST11745,2025-10-19,46-60,FR,mass
CUST11746,2025-10-21,46-60,ES,mass
CUST11747,2025-11-19,26-35,AD,mass
CUST11748,2025-11-22,26-35,ES,mass
CUST11749,2025-12-06,18-25,ES,mass
CUST11750,2026-01-28,36-45,AD,mass
CUST11751,2025-10-22,36-45,FR,affluent
CUST11752,2025-11-15,36-45,FR,mass
CUST11753,2025-10-15,26-35,AD,affluent
CUST11754,2026-02-04,18-25,AD,mass
CUST11755,2025-12-30,36-45,AD,affluent
CUST11756,2025-12-25,36-45,AD,mass
CUST11757,2025-12-12,18-25,ES,mass
CUST11758,2025-10-28,26-35,ES,mass
CUST11759,2026-01-30,46-60,ES,affluent
CUST11760,2025-12-04,60+,AD,mass
CUST11761,2025-12-15,46-60,AD,mass
CUST11762,2025-12-04,46-60,AD,affluent
CUST11763,2026-01-22,36-45,AD,mass
CUST11764,2025-12-06,46-60,ES,affluent
CUST11765,2025-12-06,18-25,FR,mass
CUST11766,2026-01-20,36-45,AD,mass
CUST11767,2025-11-14,18-25,AD,mass
CUST11768,2025-12-06,18-25,ES,mass
CUST11769,2025-12-07,26-35,ES,mass
CUST11770,2025-11-30,46-60,AD,mass
CUST11771,2025-10-18,46-60,AD,mass
CUST11772,2026-01-25,26-35,AD,mass
CUST11773,2025-11-27,26-35,AD,mass
CUST11774,2025-12-02,18-25,FR,mass
CUST11775,2026-01-31,18-25,AD,mass
CUST11776,2025-11-15,60+,FR,mass
CUST11777,2025-10-16,60+,ES,mass
CUST11778,2026-01-28,18-25,AD,mass
CUST11779,2025-10-18,26-35,AD,mass
CUST11780,2026-01-02,26-35,AD,affluent
CUST11781,2025-12-30,18-25,AD,mass
CUST11782,2026-02-07,26-35,ES,mass
CUST11783,2025-11-18,60+,AD,mass
CUST11784,2025-12-12,26-35,ES,mass
CUST11785,2025-11-02,36-45,AD,affluent
CUST11786,2025-10-26,36-45,AD,mass
CUST11787,2026-02-09,46-60,ES,mass
CUST11788,2025-11-09,46-60,AD,affluent
CUST11789,2025-12-09,60+,ES,affluent
CUST11790,2025-10-17,18-25,AD,mass
CUST11791,2025-12-11,26-35,AD,mass
CUST11792,2026-01-28,46-60,FR,affluent
CUST11793,2026-01-30,46-60,ES,mass
CUST11794,2026-01-16,26-35,AD,mass
CUST11795,2025-12-22,26-35,ES,affluent
CUST11796,2025-12-16,60+,ES,mass
CUST11797,2025-12-01,46-60,AD,mass
CUST11798,2025-12-08,26-35,FR,mass
CUST11799,2025-12-08,46-60,AD,mass
CUST11800,2025-10-22,26-35,ES,mass
CUST11801,2025-12-06,36-45,AD,mass
CUST11802,2026-01-09,18-25,FR,affluent
CUST11803,2026-01-19,36-45,AD,affluent
CUST11804,2026-02-06,36-45,FR,mass
CUST11805,2026-01-28,26-35,AD,affluent
CUST11806,2026-01-04,26-35,AD,mass
CUST11807,2026-01-27,26-35,ES,mass
CUST11808,2026-02-02,26-35,ES,mass
CUST11809,2026-01-11,60+,AD,mass
CUST11810,2026-01-23,60+,AD,affluent
CUST11811,2025-12-12,46-60,ES,mass
CUST11812,2026-01-20,26-35,AD,mass
CUST11813,2026-01-02,18-25,FR,mass
CUST11814,2025-12-01,46-60,AD,affluent
CUST11815,2026-01-08,26-35,ES,mass
CUST11816,2025-11-24,46-60,AD,mass
CUST11817,2025-10-31,18-25,ES,mass
CUST11818,2026-01-05,26-35,AD,affluent
CUST11819,2026-01-15,26-35,ES,mass
CUST11820,2025-12-10,18-25,AD,mass
CUST11821,2025-10-30,26-35,AD,mass
CUST11822,2026-01-20,36-45,AD,affluent
CUST11823,2026-01-20,18-25,AD,mass
CUST11824,2026-01-09,18-25,ES,mass
CUST11825,2026-02-08,46-60,AD,mass
CUST11826,2026-02-11,60+,FR,mass
CUST11827,2025-11-15,18-25,FR,mass
CUST11828,2025-12-28,18-25,AD,mass
CUST11829,2026-01-04,46-60,ES,affluent
CUST11830,2026-01-18,36-45,FR,mass
CUST11831,2026-02-06,26-35,AD,mass
CUST11832,2026-01-13,26-35,FR,affluent
CUST11833,2026-01-27,18-25,AD,mass
CUST11834,2025-12-01,26-35,AD,affluent
CUST11835,2025-12-23,46-60,ES,mass
CUST11836,2025-12-30,26-35,ES,mass
CUST11837,2025-10-24,18-25,ES,mass
CUST11838,2025-12-23,36-45,AD,mass
CUST11839,2025-12-10,36-45,AD,affluent
CUST11840,2026-02-01,18-25,ES,mass
CUST11841,2025-11-07,46-60,ES,mass
CUST11842,2025-12-11,36-45,AD,affluent
CUST11843,2025-12-25,36-45,AD,mass
CUST11844,2026-01-05,36-45,ES,mass
CUST11845,2025-12-05,46-60,ES,mass
CUST11846,2026-01-29,36-45,AD,affluent
CUST11847,2025-11-04,46-60,ES,mass
CUST11848,2025-12-13,18-25,AD,mass
CUST11849,2025-10-27,60+,ES,mass
CUST11850,2025-11-29,36-45,ES,mass
CUST11851,2025-12-28,36-45,AD,mass
CUST11852,2025-12-16,26-35,FR,affluent
CUST11853,2025-10-20,26-35,ES,mass
CUST11854,2025-10-21,60+,FR,mass
CUST11855,2025-10-17,36-45,ES,affluent
CUST11856,2025-11-16,36-45,AD,mass
CUST11857,2025-10-20,18-25,ES,mass
CUST11858,2026-02-06,46-60,AD,mass
CUST11859,2026-01-04,18-25,AD,affluent
CUST11860,2026-01-06,36-45,ES,mass
CUST11861,2025-11-07,18-25,AD,mass
CUST11862,2026-02-08,18-25,ES,mass
CUST11863,2026-01-17,26-35,ES,mass
CUST11864,2025-10-31,60+,AD,mass
CUST11865,2025-12-04,26-35,AD,mass
CUST11866,2025-10-18,36-45,ES,mass
CUST11867,2025-12-10,26-35,AD,affluent
CUST11868,2026-01-13,18-25,AD,affluent
CUST11869,2026-02-07,60+,ES,mass
CUST11870,2025-10-15,18-25,AD,mass
CUST11871,2025-12-21,26-35,AD,mass
CUST11872,2025-12-26,60+,AD,affluent
CUST11873,2025-11-21,18-25,ES,affluent
CUST11874,2026-01-14,46-60,AD,mass
CUST11875,2025-12-02,18-25,AD,mass
CUST11876,2026-01-07,26-35,AD,mass
CUST11877,2025-10-31,46-60,AD,affluent
CUST11878,2025-11-16,60+,AD,mass
CUST11879,2025-10-21,46-60,AD,mass
CUST11880,2026-01-05,26-35,FR,mass
CUST11881,2026-02-05,36-45,AD,mass
CUST11882,2025-10-30,18-25,AD,mass
CUST11883,2025-10-18,36-45,AD,mass
CUST11884,2026-01-29,36-45,AD,mass
CUST11885,2025-10-27,36-45,ES,mass
CUST11886,2025-11-18,36-45,FR,mass
CUST11887,2025-11-26,36-45,AD,mass
CUST11888,2025-12-11,36-45,FR,mass
CUST11889,2025-11-12,26-35,AD,mass
CUST11890,2026-01-04,36-45,ES,mass
CUST11891,2025-12-16,60+,FR,affluent
CUST11892,2025-10-17,46-60,ES,mass
CUST11893,2025-12-28,46-60,AD,affluent
CUST11894,2025-12-15,36-45,AD,affluent
CUST11895,2025-11-24,18-25,ES,mass
CUST11896,2025-11-20,26-35,AD,mass
CUST11897,2025-11-11,18-25,ES,mass
CUST11898,2025-10-18,46-60,ES,mass
CUST11899,2025-11-03,26-35,ES,mass
CUST11900,2025-11-17,36-45,AD,mass
CUST11901,2026-01-01,26-35,AD,mass
CUST11902,2025-12-08,26-35,AD,mass
CUST11903,2025-12-14,46-60,AD,affluent
CUST11904,2025-11-09,18-25,ES,mass
CUST11905,2025-11-04,18-25,ES,mass
CUST11906,2025-12-03,60+,ES,affluent
CUST11907,2025-12-23,46-60,AD,affluent
CUST11908,2026-02-09,26-35,FR,affluent
CUST11909,2026-01-04,60+,AD,affluent
CUST11910,2025-12-19,46-60,FR,mass
CUST11911,2025-11-05,46-60,AD,mass
CUST11912,2026-01-12,46-60,AD,affluent
CUST11913,2026-01-10,46-60,AD,mass
CUST11914,2025-10-26,18-25,AD,mass
CUST11915,2025-12-20,18-25,ES,affluent
CUST11916,2026-01-31,36-45,AD,mass
CUST11917,2025-12-08,60+,FR,mass
CUST11918,2025-11-26,18-25,AD,mass
CUST11919,2026-01-06,36-45,AD,mass
CUST11920,2025-10-15,60+,AD,mass
CUST11921,2025-12-09,26-35,FR,affluent
CUST11922,2025-10-27,26-35,FR,mass
CUST11923,2025-12-31,46-60,AD,mass
CUST11924,2025-11-08,36-45,AD,mass
CUST11925,2025-11-06,26-35,AD,mass
CUST11926,2025-12-28,46-60,ES,mass
CUST11927,2025-12-15,46-60,AD,affluent
CUST11928,2025-12-01,18-25,ES,mass
CUST11929,2025-11-12,46-60,FR,mass
CUST11930,2026-01-07,36-45,ES,mass
CUST11931,2026-01-09,46-60,FR,mass
CUST11932,2026-01-05,60+,ES,mass
CUST11933,2026-01-26,18-25,ES,mass
CUST11934,2026-01-02,36-45,AD,mass
CUST11935,2026-01-17,26-35,AD,mass
CUST11936,2025-12-16,60+,AD,mass
CUST11937,2025-12-07,18-25,AD,mass
CUST11938,2026-01-05,36-45,ES,mass
CUST11939,2026-01-03,46-60,AD,mass
CUST11940,2026-01-22,26-35,AD,affluent
CUST11941,2026-01-10,46-60,ES,affluent
CUST11942,2026-01-22,18-25,AD,mass
CUST11943,2025-12-19,18-25,ES,mass
CUST11944,2025-12-04,18-25,ES,affluent
CUST11945,2025-10-18,60+,ES,mass
CUST11946,2025-10-25,36-45,AD,affluent
CUST11947,2025-11-19,46-60,AD,mass
CUST11948,2025-12-09,36-45,ES,affluent
CUST11949,2025-12-17,36-45,ES,mass
CUST11950,2026-02-09,26-35,AD,mass
CUST11951,2026-01-12,26-35,ES,mass
CUST11952,2025-11-02,18-25,AD,mass
CUST11953,2025-11-14,18-25,AD,mass
CUST11954,2025-10-31,36-45,AD,mass
CUST11955,2025-11-14,46-60,AD,mass
CUST11956,2026-01-15,60+,AD,affluent
CUST11957,2025-10-28,26-35,AD,mass
CUST11958,2025-10-20,36-45,AD,mass
CUST11959,2025-11-03,26-35,AD,affluent
CUST11960,2025-11-12,18-25,FR,mass
CUST11961,2025-10-27,18-25,ES,affluent
CUST11962,2026-02-08,36-45,FR,mass
CUST11963,2025-10-15,26-35,AD,mass
CUST11964,2026-02-02,46-60,AD,affluent
CUST11965,2025-12-08,26-35,AD,mass
CUST11966,2025-11-22,26-35,ES,mass
CUST11967,2025-11-26,60+,AD,mass
CUST11968,2025-10-23,36-45,AD,mass
CUST11969,2025-12-01,46-60,AD,mass
CUST11970,2025-11-25,26-35,AD,mass
CUST11971,2026-01-29,26-35,ES,mass
CUST11972,2026-02-05,26-35,ES,mass
CUST11973,2025-10-20,36-45,AD,mass
CUST11974,2025-12-20,26-35,AD,mass
CUST11975,2025-10-30,18-25,AD,mass
CUST11976,2026-01-21,26-35,AD,mass
CUST11977,2025-11-06,36-45,FR,mass
CUST11978,2025-11-16,26-35,AD,affluent
CUST11979,2026-01-19,36-45,AD,affluent
CUST11980,2026-01-07,26-35,AD,mass
CUST11981,2025-10-28,36-45,ES,mass
CUST11982,2025-12-06,18-25,AD,mass
CUST11983,2026-01-21,36-45,AD,mass
CUST11984,2025-11-21,46-60,AD,mass
CUST11985,2026-01-05,46-60,FR,mass
CUST11986,2026-01-29,36-45,ES,mass
CUST11987,2026-01-26,26-35,AD,mass
CUST11988,2026-02-06,46-60,ES,mass
CUST11989,2025-12-14,18-25,FR,affluent
CUST11990,2026-01-12,18-25,AD,mass
CUST11991,2025-11-27,26-35,ES,mass
CUST11992,2025-12-29,18-25,AD,mass
CUST11993,2025-12-26,60+,AD,affluent
CUST11994,2025-10-15,36-45,AD,mass
CUST11995,2026-02-04,46-60,ES,mass
CUST11996,2025-12-26,36-45,FR,mass
CUST11997,2025-10-27,36-45,ES,mass
CUST11998,2026-01-18,26-35,AD,mass
CUST11999,2025-12-13,26-35,AD,affluent
CUST12000,2026-01-04,26-35,AD,mass
CUST12001,2025-10-16,60+,AD,affluent
CUST12002,2025-11-24,26-35,FR,mass
CUST12003,2025-10-16,36-45,AD,mass
CUST12004,2026-01-08,46-60,FR,mass
CUST12005,2025-12-19,18-25,ES,mass
CUST12006,2025-11-26,60+,AD,mass
CUST12007,2025-12-04,46-60,ES,mass
CUST12008,2026-01-23,46-60,ES,mass
CUST12009,2026-02-08,46-60,AD,mass
CUST12010,2025-10-22,60+,AD,affluent
CUST12011,2025-12-08,36-45,AD,mass
CUST12012,2026-02-03,46-60,AD,affluent
CUST12013,2025-12-04,18-25,AD,mass
CUST12014,2026-01-31,60+,AD,mass
CUST12015,2025-12-25,18-25,AD,mass
CUST12016,2026-02-06,18-25,ES,mass
CUST12017,2025-11-05,46-60,ES,mass
CUST12018,2026-01-28,60+,ES,mass
CUST12019,2025-11-26,36-45,FR,mass
CUST12020,2025-11-05,46-60,AD,mass
CUST12021,2026-01-21,60+,ES,mass
CUST12022,2026-01-06,26-35,AD,mass
CUST12023,2025-10-21,36-45,ES,mass
CUST12024,2025-11-14,26-35,ES,mass
CUST12025,2025-12-12,46-60,AD,mass
CUST12026,2025-11-12,26-35,ES,mass
CUST12027,2026-01-27,36-45,FR,mass
CUST12028,2025-12-30,18-25,AD,affluent
CUST12029,2025-12-16,26-35,AD,mass
CUST12030,2025-12-29,26-35,AD,mass
CUST12031,2026-01-08,46-60,FR,affluent
CUST12032,2026-02-01,46-60,ES,mass
CUST12033,2025-12-13,36-45,ES,mass
CUST12034,2025-10-20,26-35,ES,affluent
CUST12035,2026-01-01,46-60,ES,mass
CUST12036,2026-01-31,26-35,AD,mass
CUST12037,2025-12-25,60+,FR,mass
CUST12038,2025-11-04,36-45,AD,mass
CUST12039,2025-12-22,46-60,AD,mass
CUST12040,2026-01-30,18-25,FR,mass
CUST12041,2025-12-24,60+,AD,mass
CUST12042,2026-01-17,36-45,AD,affluent
CUST12043,2026-01-07,26-35,AD,mass
CUST12044,2026-01-04,46-60,AD,mass
CUST12045,2025-10-25,36-45,AD,affluent
CUST12046,2026-01-20,36-45,FR,mass
CUST12047,2026-01-10,18-25,FR,mass
CUST12048,2025-11-28,60+,FR,mass
CUST12049,2026-02-03,36-45,AD,mass
CUST12050,2025-12-24,26-35,ES,mass
CUST12051,2025-10-15,18-25,ES,mass
CUST12052,2025-10-31,46-60,AD,mass
CUST12053,2026-01-13,26-35,ES,affluent
CUST12054,2025-11-20,46-60,ES,mass
CUST12055,2026-02-08,26-35,ES,mass
CUST12056,2026-02-06,36-45,FR,mass
CUST12057,2025-11-18,46-60,AD,affluent
CUST12058,2026-01-26,60+,ES,affluent
CUST12059,2026-01-30,26-35,AD,mass
CUST12060,2025-12-03,26-35,FR,mass
CUST12061,2026-01-10,36-45,AD,mass
CUST12062,2025-12-22,36-45,FR,mass
CUST12063,2026-01-23,46-60,AD,mass
CUST12064,2025-12-07,26-35,ES,mass
CUST12065,2026-01-21,46-60,AD,mass
CUST12066,2026-02-05,46-60,AD,mass
CUST12067,2025-11-08,18-25,ES,mass
CUST12068,2026-02-04,26-35,AD,affluent
CUST12069,2026-01-28,26-35,ES,mass
CUST12070,2025-11-07,60+,ES,mass
CUST12071,2025-12-11,26-35,AD,mass
CUST12072,2025-12-19,26-35,AD,mass
CUST12073,2025-12-23,26-35,ES,mass
CUST12074,2025-12-03,26-35,FR,mass
CUST12075,2025-11-05,36-45,AD,affluent
CUST12076,2025-12-14,18-25,AD,mass
CUST12077,2025-11-27,26-35,AD,mass
CUST12078,2026-01-31,26-35,AD,mass
CUST12079,2025-11-28,18-25,AD,mass
CUST12080,2025-12-19,26-35,AD,mass
CUST12081,2025-10-30,46-60,AD,mass
CUST12082,2026-01-08,46-60,AD,mass
CUST12083,2025-10-20,26-35,FR,mass
CUST12084,2026-02-01,18-25,AD,mass
CUST12085,2025-10-30,26-35,ES,affluent
CUST12086,2025-11-30,36-45,AD,mass
CUST12087,2025-11-04,18-25,AD,mass
CUST12088,2025-11-08,26-35,FR,mass
CUST12089,2025-10-24,36-45,ES,affluent
CUST12090,2026-02-05,36-45,AD,mass
CUST12091,2026-02-02,18-25,ES,mass
CUST12092,2026-01-23,36-45,FR,mass
CUST12093,2025-10-21,46-60,AD,affluent
CUST12094,2026-02-02,36-45,AD,mass
CUST12095,2025-10-27,60+,AD,mass
CUST12096,2026-01-21,26-35,AD,mass
CUST12097,2026-01-04,26-35,AD,mass
CUST12098,2025-12-20,36-45,AD,mass
CUST12099,2025-10-25,26-35,ES,mass
CUST12100,2025-12-21,46-60,ES,mass
CUST12101,2026-01-16,26-35,ES,mass
CUST12102,2025-11-08,18-25,ES,mass
CUST12103,2025-11-04,46-60,FR,mass
CUST12104,2025-12-26,46-60,ES,mass
CUST12105,2025-11-25,26-35,AD,affluent
CUST12106,2025-10-17,26-35,ES,mass
CUST12107,2025-10-22,18-25,ES,mass
CUST12108,2026-01-19,60+,FR,mass
CUST12109,2025-12-22,46-60,FR,mass
CUST12110,2025-11-25,26-35,FR,mass
CUST12111,2025-11-05,26-35,AD,mass
CUST12112,2025-12-20,26-35,FR,mass
CUST12113,2025-12-20,46-60,AD,mass
CUST12114,2025-11-23,18-25,ES,mass
CUST12115,2025-11-17,26-35,ES,mass
CUST12116,2026-01-26,26-35,AD,affluent
CUST12117,2025-11-07,26-35,AD,mass
CUST12118,2026-02-09,18-25,AD,mass
CUST12119,2026-01-12,36-45,ES,mass
CUST12120,2026-02-08,46-60,ES,mass
CUST12121,2025-12-06,26-35,AD,mass
CUST12122,2025-11-10,18-25,AD,affluent
CUST12123,2025-10-19,18-25,ES,mass
CUST12124,2025-12-02,18-25,ES,mass
CUST12125,2025-11-13,46-60,AD,mass
CUST12126,2026-01-10,26-35,AD,affluent
CUST12127,2026-02-05,46-60,FR,mass
CUST12128,2026-01-15,26-35,AD,mass
CUST12129,2026-01-04,18-25,ES,mass
CUST12130,2025-12-17,18-25,AD,mass
CUST12131,2025-11-30,46-60,FR,mass
CUST12132,2026-01-04,60+,AD,mass
CUST12133,2026-02-03,18-25,AD,mass
CUST12134,2025-12-02,60+,AD,mass
CUST12135,2026-01-18,46-60,AD,mass
CUST12136,2025-12-03,18-25,FR,mass
CUST12137,2026-01-15,60+,AD,mass
CUST12138,2025-11-03,46-60,AD,affluent
CUST12139,2026-02-10,46-60,AD,mass
CUST12140,2025-11-14,18-25,AD,mass
CUST12141,2025-10-29,60+,ES,mass
CUST12142,2025-11-30,36-45,FR,mass
CUST12143,2025-11-30,46-60,AD,mass
CUST12144,2025-12-18,36-45,ES,mass
CUST12145,2026-01-24,60+,FR,mass
CUST12146,2025-11-26,26-35,AD,mass
CUST12147,2025-12-01,36-45,AD,mass
CUST12148,2025-12-25,26-35,AD,mass
CUST12149,2025-12-10,26-35,ES,mass
CUST12150,2025-10-20,18-25,AD,mass
CUST12151,2026-01-14,60+,ES,affluent
CUST12152,2026-02-08,36-45,AD,affluent
CUST12153,2025-10-31,26-35,AD,mass
CUST12154,2025-11-20,18-25,AD,affluent
CUST12155,2025-12-01,18-25,AD,mass
CUST12156,2025-11-26,26-35,ES,mass
CUST12157,2025-11-25,36-45,ES,mass
CUST12158,2026-01-18,18-25,AD,mass
CUST12159,2025-12-04,46-60,AD,mass
CUST12160,2026-01-14,46-60,AD,mass
CUST12161,2025-11-07,18-25,AD,mass
CUST12162,2025-11-14,46-60,ES,affluent
CUST12163,2026-01-28,26-35,ES,affluent
CUST12164,2025-10-27,46-60,AD,mass
CUST12165,2025-11-27,36-45,ES,mass
CUST12166,2025-10-26,46-60,FR,mass
CUST12167,2025-10-21,60+,AD,mass
CUST12168,2025-11-01,46-60,AD,mass
CUST12169,2026-01-09,46-60,FR,mass
CUST12170,2025-10-15,46-60,AD,mass
CUST12171,2025-11-26,26-35,AD,mass
CUST12172,2025-11-03,18-25,AD,mass
CUST12173,2026-01-11,18-25,ES,mass
CUST12174,2025-10-27,26-35,AD,affluent
CUST12175,2025-11-05,36-45,ES,mass
CUST12176,2025-11-14,26-35,ES,affluent
CUST12177,2025-12-26,18-25,FR,mass
CUST12178,2026-01-20,18-25,AD,mass
CUST12179,2026-01-04,60+,FR,mass
CUST12180,2025-11-19,60+,ES,mass
CUST12181,2026-01-17,36-45,AD,mass
CUST12182,2026-01-21,36-45,FR,affluent
CUST12183,2026-02-03,36-45,ES,mass
CUST12184,2025-12-02,18-25,AD,mass
CUST12185,2025-10-15,36-45,AD,mass
CUST12186,2025-11-15,60+,AD,mass
CUST12187,2025-12-16,60+,FR,mass
CUST12188,2025-11-26,26-35,ES,mass
CUST12189,2025-10-23,36-45,FR,mass
CUST12190,2025-12-08,26-35,AD,mass
CUST12191,2025-12-30,46-60,ES,mass
CUST12192,2026-02-02,36-45,AD,mass
CUST12193,2026-01-11,26-35,FR,mass
CUST12194,2025-11-19,26-35,ES,mass
CUST12195,2025-11-04,60+,FR,mass
CUST12196,2026-01-15,46-60,AD,affluent
CUST12197,2025-11-25,18-25,AD,mass
CUST12198,2025-10-18,26-35,AD,mass
CUST12199,2025-12-28,46-60,AD,affluent
CUST12200,2026-01-31,18-25,ES,mass
CUST12201,2025-11-19,26-35,AD,mass
CUST12202,2025-11-04,26-35,FR,mass
CUST12203,2025-12-01,26-35,ES,mass
CUST12204,2026-01-28,36-45,AD,mass
CUST12205,2026-02-07,46-60,ES,mass
CUST12206,2025-12-07,60+,ES,mass
CUST12207,2025-11-08,26-35,FR,mass
CUST12208,2025-11-29,60+,FR,mass
CUST12209,2026-01-26,46-60,FR,mass
CUST12210,2026-01-14,36-45,AD,affluent
CUST12211,2025-11-30,46-60,AD,affluent
CUST12212,2026-02-10,36-45,AD,mass
CUST12213,2025-12-28,36-45,AD,mass
CUST12214,2025-11-30,36-45,AD,mass
CUST12215,2025-11-07,26-35,FR,mass
CUST12216,2025-11-07,46-60,ES,mass
CUST12217,2025-12-15,18-25,AD,affluent
CUST12218,2025-12-25,26-35,ES,mass
CUST12219,2025-11-22,26-35,AD,mass
CUST12220,2026-01-03,46-60,AD,mass
CUST12221,2025-11-18,36-45,ES,affluent
CUST12222,2025-12-02,46-60,AD,mass
CUST12223,2025-12-02,36-45,ES,mass
CUST12224,2026-01-31,60+,FR,mass
CUST12225,2025-11-06,26-35,AD,mass
CUST12226,2026-01-25,46-60,ES,mass
CUST12227,2026-01-03,18-25,AD,mass
CUST12228,2026-02-06,46-60,AD,mass
CUST12229,2025-11-06,36-45,FR,mass
CUST12230,2026-01-07,26-35,AD,mass
CUST12231,2025-10-18,46-60,FR,affluent
CUST12232,2025-10-21,46-60,ES,mass
CUST12233,2025-10-19,26-35,AD,mass
CUST12234,2026-01-30,26-35,ES,mass
CUST12235,2026-01-14,18-25,AD,mass
CUST12236,2026-01-15,46-60,AD,mass
CUST12237,2025-10-23,26-35,AD,affluent
CUST12238,2026-01-12,46-60,FR,mass
CUST12239,2026-01-29,26-35,AD,mass
CUST12240,2026-01-30,46-60,AD,mass
CUST12241,2025-12-31,18-25,ES,affluent
CUST12242,2025-12-22,26-35,FR,mass
CUST12243,2026-02-06,46-60,AD,affluent
CUST12244,2025-10-24,46-60,AD,affluent
CUST12245,2025-11-04,46-60,ES,mass
CUST12246,2025-12-10,26-35,AD,mass
CUST12247,2025-12-10,36-45,ES,mass
CUST12248,2025-11-04,36-45,ES,affluent
CUST12249,2025-10-19,36-45,ES,mass
CUST12250,2025-12-21,18-25,AD,mass
CUST12251,2025-10-19,18-25,AD,affluent
CUST12252,2025-11-21,36-45,AD,mass
CUST12253,2026-01-04,26-35,AD,mass
CUST12254,2025-12-19,36-45,ES,mass
CUST12255,2025-10-18,26-35,ES,affluent
CUST12256,2026-01-07,60+,ES,mass
CUST12257,2026-01-12,26-35,AD,affluent
CUST12258,2025-11-21,60+,AD,mass
CUST12259,2025-12-26,36-45,AD,affluent
CUST12260,2025-11-21,18-25,AD,mass
CUST12261,2025-10-22,36-45,ES,mass
CUST12262,2025-11-10,18-25,ES,mass
CUST12263,2025-10-16,26-35,AD,mass
CUST12264,2025-12-12,36-45,AD,mass
CUST12265,2026-01-21,26-35,FR,mass
CUST12266,2025-10-29,26-35,AD,mass
CUST12267,2026-02-11,18-25,AD,mass
CUST12268,2025-10-30,26-35,AD,mass
CUST12269,2025-10-21,46-60,AD,mass
CUST12270,2025-12-23,26-35,AD,mass
CUST12271,2025-10-30,18-25,ES,mass
CUST12272,2026-01-15,36-45,AD,mass
CUST12273,2025-12-01,36-45,AD,mass
CUST12274,2025-10-28,36-45,AD,mass
CUST12275,2026-01-03,26-35,ES,mass
CUST12276,2025-11-24,26-35,AD,mass
CUST12277,2025-12-17,26-35,FR,mass
CUST12278,2025-10-15,26-35,AD,mass
CUST12279,2026-01-05,60+,AD,mass
CUST12280,2025-11-06,26-35,AD,mass
CUST12281,2026-01-15,46-60,ES,mass
CUST12282,2025-12-29,18-25,ES,mass
CUST12283,2025-11-14,26-35,AD,mass
CUST12284,2026-02-11,36-45,ES,mass
CUST12285,2026-01-23,18-25,FR,affluent
CUST12286,2026-01-21,46-60,AD,mass
CUST12287,2026-01-26,36-45,ES,mass
CUST12288,2026-01-29,46-60,ES,affluent
CUST12289,2025-10-29,60+,ES,mass
CUST12290,2026-01-31,46-60,AD,mass
CUST12291,2026-02-01,60+,ES,mass
CUST12292,2025-12-29,46-60,AD,mass
CUST12293,2025-11-29,26-35,AD,mass
CUST12294,2026-01-28,18-25,AD,mass
CUST12295,2025-11-06,36-45,AD,mass
CUST12296,2026-01-03,36-45,AD,mass
CUST12297,2025-11-19,36-45,FR,mass
CUST12298,2025-10-23,60+,AD,mass
CUST12299,2025-11-01,46-60,AD,mass
CUST12300,2025-11-08,18-25,AD,mass
CUST12301,2026-01-02,36-45,ES,mass
CUST12302,2025-12-18,18-25,AD,mass
CUST12303,2026-02-06,18-25,FR,mass
CUST12304,2026-01-24,26-35,AD,mass
CUST12305,2026-02-02,60+,AD,mass
CUST12306,2025-11-29,36-45,AD,mass
CUST12307,2026-01-08,26-35,AD,mass
CUST12308,2026-01-13,26-35,AD,mass
CUST12309,2026-01-28,60+,AD,mass
CUST12310,2025-11-25,46-60,ES,mass
CUST12311,2026-01-30,46-60,AD,mass
CUST12312,2026-02-09,46-60,FR,mass
